onset	duration	event_type	trial_type
18.05	n/a	S  8	stimulus
19.092	n/a	S  1	response
19.983	n/a	S  8	stimulus
20.572	n/a	S  1	response
22.133	n/a	S  8	stimulus
22.836	n/a	S  2	response
23.866	n/a	S 11	n/a
25.999	n/a	S 11	n/a
26.933	n/a	S  5	stimulus
27.708	n/a	S  1	response
28.683	n/a	S  5	stimulus
29.387	n/a	S  1	response
30.616	n/a	S  5	stimulus
31.131	n/a	S  2	response
32.566	n/a	S  5	stimulus
33.443	n/a	S  2	response
34.416	n/a	S 11	n/a
36.549	n/a	S  7	stimulus
37.027	n/a	S  1	response
38.382	n/a	S  7	stimulus
38.883	n/a	S  2	response
40.532	n/a	S  7	stimulus
40.947	n/a	S  3	response
42.382	n/a	S 11	n/a
44.215	n/a	S 11	n/a
45.165	n/a	S  5	stimulus
45.747	n/a	S  3	response
47.199	n/a	S  5	stimulus
47.739	n/a	S  3	response
49.232	n/a	S  5	stimulus
49.779	n/a	S  1	response
51.165	n/a	S 11	n/a
53.098	n/a	S  6	stimulus
53.843	n/a	S  3	response
55.232	n/a	S  6	stimulus
55.795	n/a	S  3	response
57.265	n/a	S  6	stimulus
57.811	n/a	S  3	response
59.298	n/a	S  6	stimulus
60.043	n/a	S  3	response
61.331	n/a	S 11	n/a
63.265	n/a	S  7	stimulus
63.827	n/a	S  1	response
64.998	n/a	S  7	stimulus
65.491	n/a	S  2	response
66.731	n/a	S  7	stimulus
67.195	n/a	S  3	response
68.964	n/a	S 11	n/a
71.198	n/a	S  6	stimulus
71.867	n/a	S  1	response
73.431	n/a	S  6	stimulus
74.043	n/a	S  1	response
75.564	n/a	S  6	stimulus
76.138	n/a	S  1	response
77.497	n/a	S  6	stimulus
78.122	n/a	S  1	response
79.431	n/a	S 11	n/a
81.664	n/a	S  5	stimulus
82.346	n/a	S  1	response
83.697	n/a	S  5	stimulus
84.282	n/a	S  2	response
85.93	n/a	S  5	stimulus
86.538	n/a	S  2	response
87.664	n/a	S 11	n/a
89.497	n/a	S  8	stimulus
90.098	n/a	S  2	response
91.23	n/a	S  8	stimulus
91.81	n/a	S  3	response
93.163	n/a	S  8	stimulus
93.826	n/a	S  3	response
95.313	n/a	S 11	n/a
97.146	n/a	S 10	n/a
107.163	n/a	S  6	stimulus
108.226	n/a	S  2	response
108.996	n/a	S  6	stimulus
109.57	n/a	S  2	response
110.929	n/a	S  6	stimulus
111.61	n/a	S  2	response
112.962	n/a	S 11	n/a
115.112	n/a	S 11	n/a
116.046	n/a	S  5	stimulus
116.618	n/a	S  3	response
118.279	n/a	S  5	stimulus
118.818	n/a	S  3	response
120.212	n/a	S  5	stimulus
120.898	n/a	S  1	response
122.245	n/a	S  5	stimulus
122.81	n/a	S  1	response
124.095	n/a	S 11	n/a
126.329	n/a	S  6	stimulus
127.169	n/a	S  2	response
128.462	n/a	S  6	stimulus
129.049	n/a	S  3	response
130.495	n/a	S  6	stimulus
131.177	n/a	S  3	response
132.445	n/a	S  6	stimulus
133.049	n/a	S  3	response
134.578	n/a	S 11	n/a
136.511	n/a	S  7	stimulus
137.073	n/a	S  1	response
138.545	n/a	S  7	stimulus
139.113	n/a	S  2	response
140.578	n/a	S  7	stimulus
141.033	n/a	S  3	response
142.511	n/a	S 11	n/a
144.444	n/a	S  5	stimulus
145.073	n/a	S  2	response
146.278	n/a	S  5	stimulus
147.025	n/a	S  2	response
148.211	n/a	S  5	stimulus
148.817	n/a	S  3	response
150.261	n/a	S  5	stimulus
150.985	n/a	S  3	response
152.094	n/a	S 11	n/a
154.027	n/a	S  8	stimulus
154.665	n/a	S  1	response
155.761	n/a	S  8	stimulus
156.297	n/a	S  1	response
157.694	n/a	S  8	stimulus
158.473	n/a	S  2	response
159.627	n/a	S  8	stimulus
160.209	n/a	S  2	response
161.877	n/a	S 11	n/a
164.11	n/a	S  5	stimulus
164.817	n/a	S  1	response
166.044	n/a	S  5	stimulus
166.553	n/a	S  1	response
168.077	n/a	S  5	stimulus
168.689	n/a	S  2	response
170.31	n/a	S 11	n/a
172.46	n/a	S  6	stimulus
173.224	n/a	S  3	response
174.593	n/a	S  6	stimulus
175.28	n/a	S  1	response
176.426	n/a	S  6	stimulus
177.144	n/a	S  1	response
178.56	n/a	S 11	n/a
180.293	n/a	S  8	stimulus
181.08	n/a	S  3	response
182.326	n/a	S  8	stimulus
182.896	n/a	S  3	response
184.559	n/a	S  8	stimulus
185.224	n/a	S  1	response
186.293	n/a	S 11	n/a
188.326	n/a	S 10	n/a
198.342	n/a	S  7	stimulus
199.072	n/a	S  1	response
200.275	n/a	S  7	stimulus
200.8	n/a	S  2	response
202.209	n/a	S  7	stimulus
202.696	n/a	S  3	response
204.275	n/a	S  7	stimulus
204.68	n/a	S  1	response
206.325	n/a	S 11	n/a
208.158	n/a	S  8	stimulus
208.664	n/a	S  1	response
209.992	n/a	S  8	stimulus
210.48	n/a	S  2	response
211.925	n/a	S  8	stimulus
212.32	n/a	S  2	response
213.758	n/a	S 11	n/a
215.991	n/a	S  5	stimulus
216.848	n/a	S  2	response
217.725	n/a	S  5	stimulus
218.272	n/a	S  3	response
219.975	n/a	S  5	stimulus
220.576	n/a	S  3	response
222.024	n/a	S 11	n/a
223.958	n/a	S  6	stimulus
224.631	n/a	S  1	response
225.691	n/a	S  6	stimulus
226.295	n/a	S  1	response
227.824	n/a	S  6	stimulus
228.455	n/a	S  1	response
230.057	n/a	S  6	stimulus
230.735	n/a	S  2	response
232.207	n/a	S 11	n/a
234.241	n/a	S  5	stimulus
234.847	n/a	S  1	response
236.174	n/a	S  5	stimulus
236.791	n/a	S  1	response
238.207	n/a	S  5	stimulus
238.879	n/a	S  2	response
240.34	n/a	S  5	stimulus
240.943	n/a	S  2	response
242.29	n/a	S 11	n/a
244.024	n/a	S  7	stimulus
244.671	n/a	S  2	response
246.257	n/a	S  7	stimulus
246.759	n/a	S  3	response
248.29	n/a	S  7	stimulus
248.823	n/a	S  1	response
250.423	n/a	S  7	stimulus
250.991	n/a	S  2	response
252.357	n/a	S 11	n/a
254.49	n/a	S  5	stimulus
255.031	n/a	S  3	response
256.523	n/a	S  5	stimulus
257.111	n/a	S  3	response
258.456	n/a	S  5	stimulus
259.479	n/a	S  1	response
260.49	n/a	S 11	n/a
262.423	n/a	S  7	stimulus
263.119	n/a	S  3	response
264.156	n/a	S  7	stimulus
264.871	n/a	S  1	response
266.089	n/a	S  7	stimulus
266.495	n/a	S  2	response
268.023	n/a	S  7	stimulus
268.615	n/a	S  3	response
269.856	n/a	S 11	n/a
271.889	n/a	S  6	stimulus
272.694	n/a	S  2	response
274.039	n/a	S  6	stimulus
274.838	n/a	S  2	response
275.872	n/a	S  6	stimulus
276.438	n/a	S  3	response
278.005	n/a	S  6	stimulus
278.598	n/a	S  3	response
279.939	n/a	S 11	n/a
282.172	n/a	S  8	stimulus
282.582	n/a	S  3	response
283.905	n/a	S  8	stimulus
284.398	n/a	S  3	response
285.838	n/a	S  8	stimulus
286.39	n/a	S  1	response
288.072	n/a	S 11	n/a
290.005	n/a	S 10	n/a
332.083	n/a	S 12	n/a
341.203	n/a	S  7	stimulus
342.061	n/a	S  1	response
343.236	n/a	S  7	stimulus
343.581	n/a	S  2	response
344.969	n/a	S  7	stimulus
345.301	n/a	S  3	response
346.803	n/a	S 11	n/a
348.736	n/a	S 11	n/a
349.669	n/a	S  5	stimulus
350.469	n/a	S  1	response
351.402	n/a	S  5	stimulus
351.997	n/a	S  1	response
353.436	n/a	S  5	stimulus
353.997	n/a	S  2	response
355.369	n/a	S  5	stimulus
356.013	n/a	S  2	response
357.502	n/a	S 11	n/a
359.635	n/a	S  8	stimulus
360.221	n/a	S  1	response
361.469	n/a	S  8	stimulus
361.957	n/a	S  1	response
363.702	n/a	S  8	stimulus
364.293	n/a	S  2	response
365.935	n/a	S 11	n/a
368.185	n/a	S 11	n/a
369.118	n/a	S  7	stimulus
369.676	n/a	S  1	response
370.968	n/a	S  7	stimulus
371.484	n/a	S  2	response
372.901	n/a	S  7	stimulus
373.356	n/a	S  3	response
374.635	n/a	S  7	stimulus
375.156	n/a	S  1	response
376.568	n/a	S 11	n/a
378.301	n/a	S  5	stimulus
378.932	n/a	S  3	response
380.334	n/a	S  5	stimulus
380.828	n/a	S  3	response
382.284	n/a	S  5	stimulus
382.796	n/a	S  1	response
384.118	n/a	S  5	stimulus
384.78	n/a	S  1	response
386.151	n/a	S 11	n/a
388.184	n/a	S  8	stimulus
388.764	n/a	S  2	response
390.217	n/a	S  8	stimulus
390.692	n/a	S  3	response
392.451	n/a	S  8	stimulus
393.132	n/a	S  3	response
394.484	n/a	S 11	n/a
396.517	n/a	S  6	stimulus
397.516	n/a	S  3	response
398.667	n/a	S  6	stimulus
399.588	n/a	S  3	response
400.5	n/a	S  6	stimulus
401.196	n/a	S  3	response
402.233	n/a	S  6	stimulus
403.34	n/a	S  3	response
404.367	n/a	S 11	n/a
406.3	n/a	S  8	stimulus
406.916	n/a	S  1	response
408.233	n/a	S  8	stimulus
408.676	n/a	S  1	response
410.283	n/a	S  8	stimulus
410.916	n/a	S  2	response
412.516	n/a	S  8	stimulus
413.036	n/a	S  2	response
414.55	n/a	S 11	n/a
416.283	n/a	S  5	stimulus
416.995	n/a	S  2	response
418.516	n/a	S  5	stimulus
419.571	n/a	S  2	response
420.449	n/a	S  5	stimulus
421.019	n/a	S  3	response
422.483	n/a	S 11	n/a
424.516	n/a	S  7	stimulus
425.019	n/a	S  2	response
426.549	n/a	S  7	stimulus
426.995	n/a	S  3	response
428.482	n/a	S  7	stimulus
428.931	n/a	S  1	response
430.716	n/a	S 11	n/a
432.649	n/a	S 10	n/a
442.665	n/a	S  7	stimulus
443.331	n/a	S  2	response
444.415	n/a	S  7	stimulus
444.859	n/a	S  3	response
446.348	n/a	S  7	stimulus
446.699	n/a	S  1	response
448.382	n/a	S  7	stimulus
448.811	n/a	S  2	response
450.315	n/a	S 11	n/a
452.565	n/a	S  8	stimulus
453.003	n/a	S  3	response
454.315	n/a	S  8	stimulus
455.075	n/a	S  3	response
456.248	n/a	S  8	stimulus
456.827	n/a	S  1	response
458.381	n/a	S 11	n/a
460.614	n/a	S  6	stimulus
461.211	n/a	S  2	response
462.448	n/a	S  6	stimulus
463.107	n/a	S  1	response
464.481	n/a	S  6	stimulus
465.194	n/a	S  1	response
466.614	n/a	S  6	stimulus
467.386	n/a	S  1	response
468.347	n/a	S 11	n/a
470.081	n/a	S 11	n/a
471.014	n/a	S  5	stimulus
471.642	n/a	S  3	response
473.247	n/a	S  5	stimulus
473.786	n/a	S  1	response
475.38	n/a	S  5	stimulus
475.906	n/a	S  1	response
477.514	n/a	S  5	stimulus
478.042	n/a	S  2	response
479.247	n/a	S 11	n/a
481.48	n/a	S  7	stimulus
482.122	n/a	S  3	response
483.513	n/a	S  7	stimulus
483.914	n/a	S  1	response
485.463	n/a	S  7	stimulus
485.906	n/a	S  2	response
487.597	n/a	S 11	n/a
489.546	n/a	S 11	n/a
490.48	n/a	S  6	stimulus
491.442	n/a	S  2	response
492.713	n/a	S  6	stimulus
493.298	n/a	S  2	response
494.946	n/a	S  6	stimulus
495.49	n/a	S  2	response
496.979	n/a	S  6	stimulus
497.906	n/a	S  2	response
499.113	n/a	S 11	n/a
500.863	n/a	S  5	stimulus
501.674	n/a	S  2	response
502.913	n/a	S  5	stimulus
503.442	n/a	S  3	response
504.946	n/a	S  5	stimulus
505.578	n/a	S  3	response
506.996	n/a	S 11	n/a
508.829	n/a	S  7	stimulus
509.338	n/a	S  3	response
510.662	n/a	S  7	stimulus
511.162	n/a	S  1	response
512.695	n/a	S  7	stimulus
513.162	n/a	S  2	response
514.529	n/a	S 11	n/a
516.579	n/a	S  5	stimulus
517.185	n/a	S  1	response
518.612	n/a	S  5	stimulus
519.065	n/a	S  1	response
520.845	n/a	S  5	stimulus
521.433	n/a	S  2	response
523.078	n/a	S 11	n/a
524.912	n/a	S  8	stimulus
525.609	n/a	S  1	response
526.645	n/a	S  8	stimulus
527.321	n/a	S  2	response
528.595	n/a	S  8	stimulus
529.153	n/a	S  2	response
530.528	n/a	S 11	n/a
532.661	n/a	S 10	n/a
542.678	n/a	S  6	stimulus
543.481	n/a	S  3	response
544.727	n/a	S  6	stimulus
545.281	n/a	S  3	response
546.577	n/a	S  6	stimulus
547.265	n/a	S  3	response
548.511	n/a	S  6	stimulus
549.257	n/a	S  3	response
550.561	n/a	S 11	n/a
